1, 0, 0, 0, 0, 0, 0, 0, 0, 22034, 33532, 0, 0, 0, 0, 0, 0, 1.4200930908125657
1, 0, 0, 0, 0, 0, 0, 22034, 34278, 0, 0, 0, 0, 0, 0, 0, 0, 1.4200937539994376
1, 0, 0, 0, 0, 22034, 33760, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.4200874869082294
1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22034, 33646, 0, 0, 0, 0, 1.4200981973674573
1, 0, 0, 22034, 33500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.4200841710093315
1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22034, 33532, 1.4200841046915116
1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22034, 33306, 0, 0, 1.420053565993568
1, 22034, 34082, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.4200408336345192
2, 0, 0, 0, 0, 0, 0, 0, 0, 22391, 33386, 0, 0, 0, 0, 0, 0, 1.2534436493194996
2, 0, 0, 26291, 36580, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2534366872544138
2, 0, 0, 0, 0, 26291, 37586, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2534362093418365
2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26147, 37394, 1.2534514768913425
2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25987, 36500, 0, 0, 0, 0, 1.253440458901595
2, 0, 0, 0, 0, 0, 0, 26483, 37166, 0, 0, 0, 0, 0, 0, 0, 0, 1.2534406655678498
2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26403, 37336, 0, 0, 1.2534232283422984
2, 22391, 33498, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2533633383965985
3, 26163, 37524, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2105228697410035
3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26239, 36838, 1.2105250262034504
3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26043, 37420, 0, 0, 0, 0, 1.2105249900615584
3, 0, 0, 0, 0, 0, 0, 26163, 36838, 0, 0, 0, 0, 0, 0, 0, 0, 1.2105490851351144
3, 0, 0, 26163, 36836, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2105345315959744
3, 0, 0, 0, 0, 26163, 37418, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2105278693723853
3, 0, 0, 0, 0, 0, 0, 0, 0, 26463, 37302, 0, 0, 0, 0, 0, 0, 1.2105080397520553
3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25641, 36532, 0, 0, 1.2104793084353613
4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26996, 37982, 0, 0, 0, 0, 1.0580674027577088
4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26820, 36840, 1.0580598832789472
4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26820, 37842, 0, 0, 1.0580948216890707
4, 0, 0, 0, 0, 0, 0, 0, 0, 26388, 37810, 0, 0, 0, 0, 0, 0, 1.058076772343471
4, 26820, 36954, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.058057407488643
4, 0, 0, 0, 0, 26820, 36954, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.058083813447872
4, 0, 0, 26820, 36922, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0580148330711712
4, 0, 0, 0, 0, 0, 0, 26820, 36952, 0, 0, 0, 0, 0, 0, 0, 0, 1.058015228796846
5, 0, 0, 27456, 39704, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.947198732313119
5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27141, 40482, 0, 0, 0.9471937977561297
5, 0, 0, 0, 0, 0, 0, 27141, 39706, 0, 0, 0, 0, 0, 0, 0, 0, 0.9472095973709499
5, 0, 0, 0, 0, 27141, 39706, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.9471928905113369
5, 27141, 40706, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.9471874323273134
5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27141, 40706, 0, 0, 0, 0, 0.9472390146780489
5, 0, 0, 0, 0, 0, 0, 0, 0, 27141, 39818, 0, 0, 0, 0, 0, 0, 0.9471848286481767
5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27141, 39594, 0.9471261795898784
6, 0, 0, 28297, 39188, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.8144161934372586
6, 0, 0, 0, 0, 28297, 39076, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.8144180529119375
6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28297, 39076, 0, 0, 0, 0, 0.8144229170324857
6, 28105, 39188, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.8144125890251861
6, 0, 0, 0, 0, 0, 0, 28297, 38954, 0, 0, 0, 0, 0, 0, 0, 0, 0.8144139795283327
6, 0, 0, 0, 0, 0, 0, 0, 0, 28297, 39492, 0, 0, 0, 0, 0, 0, 0.8144122836604251
6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28297, 39076, 0.8144206376503759
6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28105, 39380, 0, 0, 0.8144168641558851
7, 0, 0, 0, 0, 0, 0, 28491, 40792, 0, 0, 0, 0, 0, 0, 0, 0, 0.7180761987237192
7, 28491, 41016, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.7180041312025599
7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28491, 40792, 0, 0, 0, 0, 0.718005250126555
7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28491, 40792, 0, 0, 0.7180048093378982
7, 0, 0, 0, 0, 0, 0, 0, 0, 28299, 40680, 0, 0, 0, 0, 0, 0, 0.7180035844568762
7, 0, 0, 28299, 40680, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.7180013042396691
7, 0, 0, 0, 0, 28299, 40680, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.7180073820254858
7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28299, 40792, 0.7179936838418894
8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29246, 43866, 0, 0, 0.634938032386832
8, 0, 0, 0, 0, 0, 0, 0, 0, 29246, 43754, 0, 0, 0, 0, 0, 0, 0.6349459406411954
8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29246, 43754, 0.6349356626004362
8, 29246, 42864, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6349429410496074
8, 0, 0, 0, 0, 29246, 43786, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6349212122578153
8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29246, 43754, 0, 0, 0, 0, 0.634927409915952
8, 0, 0, 0, 0, 0, 0, 28110, 41750, 0, 0, 0, 0, 0, 0, 0, 0, 0.6349422383869457
8, 0, 0, 28222, 42006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6349463516371675
9, 30595, 45510, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5788371130293636
9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30563, 45542, 0, 0, 0, 0, 0.5788327828675288
9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30595, 45624, 0, 0, 0.5788369918280237
9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30595, 45510, 0.578830851944747
9, 0, 0, 0, 0, 30595, 45510, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5788331023937963
9, 0, 0, 0, 0, 0, 0, 30611, 45574, 0, 0, 0, 0, 0, 0, 0, 0, 0.5788249793743174
9, 0, 0, 30595, 45510, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5788282131295959
9, 0, 0, 0, 0, 0, 0, 0, 0, 30595, 45510, 0, 0, 0, 0, 0, 0, 0.5788194815223848
10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31491, 46644, 0, 0, 0.5291543773546937
10, 0, 0, 0, 0, 0, 0, 31539, 45788, 0, 0, 0, 0, 0, 0, 0, 0, 0.5291584634509651
10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31491, 45980, 0, 0, 0, 0, 0.5291634635374411
10, 31459, 46630, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5291498332293477
10, 0, 0, 0, 0, 0, 0, 0, 0, 31459, 46550, 0, 0, 0, 0, 0, 0, 0.5291557769794376
10, 0, 0, 31491, 46662, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.529156078544291
10, 0, 0, 0, 0, 31491, 45838, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5291548584748643
10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31491, 45756, 0.5291485026947527
11, 0, 0, 30465, 47008, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.481162464005079
11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30577, 47152, 0.48116036077900287
11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30465, 47072, 0, 0, 0, 0, 0.48115496861008433
11, 0, 0, 0, 0, 30577, 47040, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.48116159796858554
11, 0, 0, 0, 0, 0, 0, 0, 0, 30465, 46070, 0, 0, 0, 0, 0, 0, 0.48114880192896836
11, 0, 0, 0, 0, 0, 0, 30577, 47072, 0, 0, 0, 0, 0, 0, 0, 0, 0.4811399537790079
11, 30577, 45068, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.4811630140826245
11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30577, 45228, 0, 0, 0.4811586725013295
12, 0, 0, 0, 0, 0, 0, 0, 0, 32832, 49080, 0, 0, 0, 0, 0, 0, 0.44830978019367895
12, 0, 0, 0, 0, 0, 0, 32880, 49062, 0, 0, 0, 0, 0, 0, 0, 0, 0.44832350326925025
12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32832, 48748, 0, 0, 0.44830732813956764
12, 0, 0, 32832, 48870, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.44830960835073785
12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32864, 48746, 0.4483090762993901
12, 0, 0, 0, 0, 32832, 48840, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.44830448121281835
12, 32864, 49194, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.4483088284498145
12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32832, 48826, 0, 0, 0, 0, 0.44830389464795734
13, 0, 0, 0, 0, 34521, 49610, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.4172559569093854
13, 0, 0, 0, 0, 0, 0, 0, 0, 34521, 49610, 0, 0, 0, 0, 0, 0, 0.41724987517302853
13, 0, 0, 0, 0, 0, 0, 34793, 49610, 0, 0, 0, 0, 0, 0, 0, 0, 0.4172575686207069
13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34521, 49562, 0, 0, 0.4172524272192027
13, 34521, 48544, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.41725720505418806
13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34569, 49594, 0.4172453737431135
13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34569, 49612, 0, 0, 0, 0, 0.41725518970481784
13, 0, 0, 34569, 49610, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.41724618098762684
14, 34399, 52368, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3909484731575645
14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34287, 52366, 0, 0, 0.3909546014672479
14, 0, 0, 0, 0, 0, 0, 0, 0, 34239, 52238, 0, 0, 0, 0, 0, 0, 0.3909528460142261
14, 0, 0, 0, 0, 34207, 52398, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3909574552115669
14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34207, 52400, 0, 0, 0, 0, 0.390955447156399
14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34399, 52240, 0.3909504560097565
14, 0, 0, 34239, 52238, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.39094808362622774
14, 0, 0, 0, 0, 0, 0, 34511, 52272, 0, 0, 0, 0, 0, 0, 0, 0, 0.39094553158689754
15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35133, 52766, 0, 0, 0, 0, 0.36750558861021065
15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35133, 52814, 0, 0, 0.36750827018736465
15, 0, 0, 35133, 52814, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3675074251809828
15, 35181, 52814, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.36750538763229845
15, 0, 0, 0, 0, 35133, 52766, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3675142974940811
15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35149, 52814, 0.36750599722896404
15, 0, 0, 0, 0, 0, 0, 35133, 52814, 0, 0, 0, 0, 0, 0, 0, 0, 0.3675060072223688
15, 0, 0, 0, 0, 0, 0, 0, 0, 35101, 52814, 0, 0, 0, 0, 0, 0, 0.36750879762432964
16, 36858, 49630, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.34621875026640325
16, 0, 0, 0, 0, 0, 0, 37242, 49672, 0, 0, 0, 0, 0, 0, 0, 0, 0.34622034870560175
16, 0, 0, 0, 0, 36826, 49674, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.34622420394151043
